Unnamed: 0,job title,company,salary,description,rank
232,"Summer Research Intern (Undergraduate, Graduate, Pre-Doctoral), Center for Computational Biology",Simons Foundation,$20.00-30.00 per hour,"Summer Research Intern (Undergraduate, Graduate, Pre-Doctoral), Center for Computational BiologyDescriptionThe Center for Computational Biology (CCB) of the Simons Foundation’s Flatiron Institute aims to advance the understanding of fundamental and historically challenging biological processes by developing theory, innovative modeling tools for large-scale biophysical simulations, and computational frameworks for analyzing increasingly large and complex experimental datasets. Living systems are built hierarchically; as such, CCB’s research activities span several scales of biological organization, bridging the gap between microscopic detail and large-scale behaviors, and providing natural continuity between our groups’ efforts. CCB currently comprises more than 45 research and data scientists at career stages from recent Ph.D. graduates through senior scientists, as well as visiting scientists, guest researchers, graduate students, interns, and administrative support staff. For a full description of CCB research areas and scientific staff, please see our website. The Center for Computational Biology (CCB) invites applications for our Summer Research Assistant (undergraduate-level interns), Summer Research Associate (graduate-level interns) and Summer Pre-Doctoral Researcher (2 years of PhD-level studies, started thesis and actively working PIs) internship position(s). ",136
233,Electrical Engineer/Computer Scientist (Ph.D.),Exponent,"$135,000-150,000 per year","About ExponentExponent is the only premium engineering and scientific consulting firm with the depth and breadth of expertise to solve our clients’ most profoundly unique, unprecedented, and urgent challenges.   We are committed to engaging multidisciplinary teams of science, engineering, and regulatory experts to empower our clients with solutions that create a safer, healthier, more sustainable world. For over five decades, we've connected the lessons of past failures with tomorrow's solutions to advise clients as they innovate technologically complex products and processes, ensure the safety and health of their users, and address the challenges of sustainability.   Join our team of experts with degrees from top programs at over 500 universities and extensive experience spanning a variety of industries. At Exponent, you’ll contribute to the diverse pool of ideas, talents, backgrounds, and experiences that drives our collaborative teamwork and breakthrough insights. Plus, we help you grow your career through mentoring, sponsorship, and a culture of learning. Thanks for your interest in joining our team!   ",137
234,Electrical Engineer or Computer Scientist (Ph.D.),Exponent,"$135,000-150,000 per year","About ExponentExponent is the only premium engineering and scientific consulting firm with the depth and breadth of expertise to solve our clients’ most profoundly unique, unprecedented, and urgent challenges.   Our vision is to engage multidisciplinary teams of science, engineering, and regulatory experts to empower clients with solutions that create a safer, healthier, more sustainable world. For over five decades, we've connected the lessons of past failures with tomorrow's solutions to advise clients as they innovate technologically complex products and processes, ensure the safety and health of their users, and address the challenges of sustainability.   Join our team of experts with degrees from top programs at over 500 universities and extensive experience spanning a variety of industries. At Exponent, you’ll contribute to the diverse pool of ideas, talents, backgrounds, and experiences that drives our collaborative teamwork and breakthrough insights. Plus, we help you grow your career through mentoring, sponsorship, and a culture of learning. Thanks for your interest in joining our team!   ",138
155,Research Intern - Summer 2024,Peter G Peterson Foundation,$17.00-18.00 per hour,"About the Peterson FoundationThe Peter G. Peterson Foundation is working to secure a healthy, growing economy by addressing America’s long-term fiscal challenges. The Foundation partners with leading policy experts, elected officials, and the public to build support for solutions to put America on a sustainable fiscal path. As a non-partisan organization, the Foundation engages in grant-making, partnerships, and research to educate and involve Americans from a variety of perspectives. Department SummaryThe Research Team is a group of policy specialists who investigate and write about budget and economic policies in the United States. The team also develops and oversees grants to a variety of external partners. In recent months, the team has published analyses of some of the major budget proposals before the Congress, worked with leading policy analysts from think tanks across the political spectrum to develop analyses of major policy issues, and prepared primers for the public. ",139
237,2024 Product Excellence Scientist Internship - United States,Unilever,$20.00-25.00 per hour,"WHO ARE WE?We are the Global Health & Wellbeing (H&W) team at Unilever. We are focused on one of Unilever’s largest growth opportunities – the €140bn Health & Wellbeing space defined by Vitamins, Minerals, and Supplements (VMS).We work in an agile and entrepreneurial way, collaboratively within the team and with our Unilever colleagues around the world. We work in a project based networked way where everyone needs to be able to take a step back and think strategically as well as rolling up their sleeves and get their hands dirty, to be entrepreneurial and experiment as well as bringing in the best of Unilever and work the structures of a large company, to take charge and lead as well as follow and support others. JOB DESCRIPTION OVERVIEWNPD Intern supports new product development by performing competition benchmarking, developing prototypes and/or data analysis and evaluation of material and products at different stages of the development process, considering scientific and timing objectives. Additionally, the intern will support work for analytical method development and stability programs.",140
238,Development Manager,Lymphoma Research Foundation,"$55,000-65,000 per year","The Lymphoma Research Foundation (LRF) seeks a career-minded professional to join the Development Department as a Development Manager.Located in New York City, LRF is the nation’s largest non-profit organization devoted to funding innovative research and serving the lymphoma community through a comprehensive series of education programs, outreach initiatives, and patient services. The Foundation’s mission is to eradicate lymphoma and serve those impacted by the disease.About the FoundationLRF is dedicated to finding a cure for lymphoma, the most common form of blood cancer, by funding biomedical research and supporting the next generation of lymphoma researchers. With the guidance of the Foundation’s prestigious Scientific Advisory Board (SAB), which is comprised of 45 of the world’s leading lymphoma experts, LRF invests in the research and scientists which have the greatest potential to improve our understanding of lymphomas and lead to improved treatment options for patients. To date, the Foundation has funded more than $77 million in research focused on the origins and treatment of lymphoma.Through comprehensive disease guides and publications, in-person conferences, and online resources, the Foundation provides education for people with lymphoma, as well as their loved ones and caregivers. A robust suite of LRF patient services provide direct support to people who have received a lymphoma diagnosis. These services include the national Lymphoma Helpline, a Clinical Trials Information Service, Lymphoma Support Network, and patient aid grant program. An industry leader in digital communications, the Foundation maintains a strong presence on multiple social media platforms and has won national awards for its innovative use of social media to educate cancer patients. LRF developed a first of its kind mobile app for people with lymphoma which was recognized by Apple as one of the best medical apps in the country. The Foundation also provides continuing medical education programs designed to increase the knowledge, skills and performance of healthcare professionals who treat and care for people with lymphoma.",141
239,High School Science Teacher,Uncommon Schools,"$64,000-96,900 per year"," Company Description Uncommon Schools is a nonprofit network of high-performing, public charter schools providing an outstanding K-12 education in historically under-resourced communities. We have proudly built schools that reflect our student population, with more than 60% of our teachers and staff across our network identifying as a person of color. Uncommon currently manages 53 schools serving more than 20,000 students in five cities: Boston, Camden, New York City, Newark, and Rochester. We are proud that Uncommon graduates persist in and graduate from college at five times the rate of their peers nationally. We achieve this by offering strong academic, co-curricular, and social-emotional learning that prepares students for success in college and beyond.Uncommon Schools in Brooklyn currently manages twenty four schools serving students in grades K through 12. We believe in strong authentic relationships between teachers and students, supported by effective school systems and an engaging instructional model that enables students to flourish academically and personally. Our students in Brooklyn have an impressive  99% college acceptance rate.",142
240,Research Technician I - Zuker Lab,Howard Hughes Medical Institute,$18.52-30.08 per hour,"The Howard Hughes Medical Institute (HHMI) advances the discovery and sharing of scientific knowledge to benefit us all. As a biomedical research organization and philanthropy, HHMI supports a vibrant community of academic researchers, educators, students, and professionals. Together, we’re unlocking the fundamentals of biology and building an open, inclusive future for science. We currently have an opening for a Research Technician I to join the lab of Dr. Charles Zuker at the Zuckerman Mind Brain and Behavior Institute at Columbia University. The Zuker Lab is interested in the mechanisms underlying signal processing and information transfer in sensory systems. They use the mammalian taste system to understand how the outside world is represented in the brain to guide actions and behaviors. Taste behaviors are exquisitely modulated by the internal state (e.g. hunger, satiety, emotion, and expectation), thus they provide a powerful model for the dissection of brain circuits integrating the senses with our physiological and emotional states. For more information about the Zuker lab and their research, please visit visit www.zukerlab.com ",143
241,Staff Associate I,"Columbia University, Department of Pathology and Cell Biology","$58,710-60,500 per year","The Department of Pathology and Cell Biology at Columbia University Irving Medical Center seeks a highly qualified and motivated laboratory research scientist for a Staff Associate I position to participate in NIH funded studies on the biology of essential tremor (ET) through study of human post-mortem brain specimens. The candidate will work with a collaborative team of researchers in Dr. Faust’s laboratory at Columbia University and with Dr. Elan Louis at University of Texas Southwestern. Researchers participate in quantitative morphologic analyses in human brain tissue specimens and molecular analyses to map out biological changes in the tremor circuitry that may define disease pathogenesis in ET. In a second project, we are exploring the role of dysregulated ER calcium handling in human ET brain samples and a novel mouse model with tremor using biochemical and morphologic techniques. We are looking for a self-starter and a highly collaborative person who will bring energy to the lab group. At CUIMC, we stand together because diverse experiences, perspective, and values enrich every dimension of our work. Join our team and see how your unique skills and experiences can create a real impact by changing lives.Job Function:Dissection of specified brain regions and preparing samples for paraffin embedding, vibrotome sectioning or cryostat cutting.",144
243,"Data Consultant - No experience required, salaried training",Kubrick Group,$55.00-82.00 per year,"Data Consultant  Multiple Locations (Nationwide)  Multiple Start Dates (April, June, July)Are you a graduate or junior professional looking for a career in tech but lack the relevant skills or experience to take that leap? Join us and we’ll equip you with the latest technical skills and professional experience to thrive in the field and rapidly accelerate.  A bit about us:  We're an award-winning data and tech consultancy that's on a mission to unlock potential for people and organizations. We do this by hiring diverse, talented individuals from a range of backgrounds and transforming them into skilled next-gen technology consultants who are equipped to support our clients across a range of challenges. We're proud to be listed as a Times Top 100 Graduate Employer and were recently shortlisted for 'Best Graduate Employer for Women' by Women in Tech and 'Best Graduate Employer by DataIQ, for our ongoing commitment to development and creating career opportunities in tech. ",145
244,Data Science & Machine Learning Intern,Own,,"Own Company is the leading data platform trusted by thousands of organizations to protect and activate SaaS data to transform their businesses. Own empowers customers to ensure the availability, security and compliance of mission-critical data, while unlocking new ways to gain deeper insights faster. By partnering with some of the world’s largest SaaS ecosystems such as Salesforce, ServiceNow and Microsoft Dynamics 365, Own enables customers around the world to truly own the data that powers their business.It’s their platform. It’s your data. Own it. The JobAs a Data Science & Machine Learning Intern with Own you will be an integral part of our Product & Engineering team, gaining hands-on experience in various aspects of developing and implementing data science and machine learning methods to address various questions. You will work cross functionally to support product and engineering initiatives. This internship offers an excellent opportunity for learning and growth in a dynamic and collaborative environment. ",146
251,AI Engineer,"Instalily, Inc.","$50,000-60,000 per year","Company: Instalily.aiLocation: Hybrid (HQ in New York)Role: AI EngineerInstalily, a cutting-edge AI startup, is seeking a highly skilled and motivated software engineer to join our rapidly growing team. We are revolutionizing the way organizations operate by empowering them to leverage the power of AI, and we need a talented engineer to help us bring our vision to life.As an AI Engineer at Instalily, you will be responsible for developing our AI workflow platform and driving technical excellence throughout the organization. You will work closely with the Lead AI Engineer and cross-functional teams to design and implement new features and capabilities. Additionally, you will be responsible for building a culture of continuous learning and improvement as we continue to build the Instalily team. You will benefit from world-class mentorship from highly-regarded executive leaders at Internet Retailer 100 brands.Successful candidates will have the flexibility to work remotely and a continuing education stipend to deepen their technical understanding of the AI landscape.",147
252,Risk Consulting Analyst Intern - New York - 2024,Marsh,$25.00 per hour,"Marsh is a global leader in consulting, risk management, and insurance broking. In more than 130 countries, our 45,000 colleagues work with clients of all sizes to define, design, and deliver innovative solutions to better quantify and manage risk. We offer risk management, risk consulting, insurance broking, alternative risk financing, and insurance program management services to businesses, government entities, organizations, and individuals around the world. Marsh Advisory is a global business and differentiator for Marsh. With four business units – Consulting, Analytics, Claims, and Captives Solutions - Marsh Advisory provides strategic advice and innovative solutions to help clients with their complex risk issues. The Summer Program provides an excellent opportunity to gain hands-on experience and contribute to our business during a robust 10-week program. At the end of the summer, high-performing colleagues will be considered for offers for the full time Associates Program. ",148
255,Business Operations Summer Intern,INROADS,$20.00-25.00 per hour,"INROADS is partnering with Assured Guaranty for Summer Internships. Apply today!Eligible candidates must have a 3.0 minimum cumulative GPA, be a U.S. Citizen or Permanent Resident and CANNOT graduate before 12.2024. Online application https://inroads.org/apply/ must be received within 24 hours of receiving resume for internship of interest.INROADS (www.inroads.org) is a nationally recognized nonprofit organization that gives high-potential future executives from culturally, ethnically, and economically diverse backgrounds a competitive advantage in their careers. We provide unparalleled networking opportunities with career-minded peers; year-round professional coaching and guidance from managers; and professional development. We also provide management training that includes career related, paid internships with some of America's top companies. We are seeking undergraduate candidates for paid summer internships with our 200+ corporate partners.Assured Guaranty is the leading provider of financial guaranty insurance. We guarantee timely payment of scheduled principal and interest when due on municipal, public infrastructure and structured financings.  We also participate in the asset management business through our ownership interest in Sound Point Capital Management, LP.",149
256,Software Engineer,"Instalily, Inc.","$50,000-60,000 per year","Company: Instalily.aiLocation: Hybrid (HQ in New York)Role: Jr. Software EngineerInstalily, a cutting-edge AI startup, is seeking a highly skilled and motivated Software Engineer to join our rapidly growing team. We are revolutionizing the way organizations operate by empowering them to leverage the power of AI, and we need a talented Software Engineer to help us bring our vision to life.As a Software Engineer at Instalily, you will be responsible for developing our AI workflow platform and driving technical excellence throughout the organization. You will work closely with the Lead Software Engineer and cross-functional teams to design and implement new features and capabilities. Additionally, you will be responsible for building a culture of continuous learning and improvement as we continue to build the Instalily team. You will benefit from world-class mentorship from highly-regarded executive leaders at Internet Retailer 100 brands.Successful candidates will have the flexibility to work remotely and a continuing education stipend to deepen their technical understanding of the AI landscape.",150
261,"Graduate Intern, AI Research",Empire State Realty Trust,$20.00-30.00 per hour,"COMPANY SUMMARY  Empire State Realty Trust, Inc. (NYSE: ESRT) is a REIT that owns and manages office, retail and multifamily assets in Manhattan and the greater New York metropolitan area. ESRT owns the iconic Empire State Building – “the World’s Most Famous Building” – and the newly reimagined Empire State Building Observatory that was named #1 attraction in the US for the second year in a row, in Tripadvisor’s 2023 Travelers’ Choice Awards: Best of the Best.   The company is a leader in healthy buildings, energy efficiency, and indoor environmental quality.  As of June 30, 2023, ESRT's portfolio is comprised of approximately 8.6 million rentable square feet of office space, 718,000 rentable square feet of retail space and 721 residential units across three multifamily properties.  More information about Empire State Realty Trust can be found at esrtreit.com and by following ESRT on Facebook, Instagram, TikTok, Twitter and LinkedIn.The dedicated team at ESRT is a collection of diverse individuals with a shared passion for excellence and a keen eye toward future growth. Headquartered in New York City, we harness the energy of the city in everything we do. We care for one another, work hard, and have a lot of fun doing it! We are Certified™ as a Great Place to Work® by the global authority, Great Place to Work®, on workplace culture, employee experience, and leadership behaviors. We prioritize and invest in the health and wellness of employees to attract, develop, and retain top-tier talent. ESRT values continuous employee development and encourages colleagues to excel in their roles and adapt to emerging business needs. From our crown jewel, The Empire State Building, to incredible buildings modernized for the 21st century, to outstanding customer service, and our decade-long leadership position in sustainability and energy efficient portfolio that is 100% fully powered by renewable wind electricity, we take pride in our work. ESRT seeks an equally passionate colleague to join the team, understand the vision and help achieve that vision. ",151
263,"Entry Level Associate, Public Equities & Credit Clients (2024 Start Dates) - NYC",Third Bridge,"$70,000-80,000 per year","Company DescriptionAbout Third BridgeThird Bridge is a market-leading investment research firm. We provide integrated solutions for the world’s top investors and business leaders to help them make smarter and faster decisions. No other company in the world provides the same holistic investment offering: our superpower is the combination of human insights and unique investor-led content with a global expert network. We serve over 1,000 investment firms, offering clients 24/7 coverage through our team of 1,300+ employees located across eight offices.Job DescriptionWhat is Consulting?Our consulting clients work on behalf of large companies (e.g. Fortune 500’s) or institutional investors and support them by doing deep dive research to provide guidance on their corporate strategy or investment decisions. The insights they get through our experts and content are the backbone of the recommendations they deliver to their clients.",152
264,AI Architect (2 positions),myUniMate,"$200,000 per year or more","About myUniMatemyUniMate is an early-stage pioneering student engagement platform designed to redefine the college journey. We believe the student should be at the core of every experience. myUniMate is challenging the limits of generative AI and machine learning, for students to maximize the academic, social, and career aspects of their university adventure!We are seeking enthusiastic individuals who are motivated by ambitious goals to fulfill our mission. Ideal candidates thrive in a startup atmosphere, where challenging and unsolved problems are abundant. We value team members who are keen to learn, grow, and engage in collaborative efforts.Role OverviewWe are seeking a highly experienced and visionary AI Architect to lead the development and implementation of cutting-edge AI solutions. The ideal candidate will have extensive experience in AI/ML technologies, particularly in designing and deploying scalable and efficient AI systems in a dynamic startup environment.Key ResponsibilitiesSupport the design and execution of AI architecture strategies, ensuring alignment with business goals and technological advancements.",153
265,Software Engineer,Up & Up,"$80,000-200,000 per year","****The Role****Put simply, engineers at Up&Up solve the hardest problems in the business by whatever means get the job done most effectively. This is not your typical big tech software engineering role - as an engineer at Up&Up, you’ll be expected to own the solution to the most impactful problems in the business end to end, acting as your own PM, designer, and software architect.By owning problems end to end, engineers at Up&Up have an unprecedented opportunity to grow quickly with the company and lead mission critical parts of the business. If rapid growth, building new things, and ownership of challenging problems excite you, this is a perfect opportunity to jump straight into the deep end. Job Description:Own the most impactful and challenging problems in the business from end to endMake intelligent and pragmatic technical trade-offs in the service of getting results quicklyDesign foundational technical systems from scratch",154
156,ITS Intern: Enterprise Operations (NYC),New York State Insurance Fund,$21.00-25.00 per hour,"Responsibilities include, but are not limited to:Embedded into NYSIF’s Server Administration team, incumbent of this position will assist in the following duties: Server OS support for Windows Server and/or Red Hat Enterprise Linux Server Vulnerability + Security management Work Order coordination and fulfillment Server Builds Server Group Documentation  Minimum Qualifications:Be actively enrolled in a New York State college, university, or graduate program, or be a resident of New York State, attending a college, university, or graduate program outside of New York State.Have completed a minimum of one (1) year as a student at a degree-granting two or four-year college or university (completion of one year's worth of academic credits over a longer period may qualify part-time students for participation in the program) or be a currently enrolled graduate student or accepted in a graduate degree program.",155
139,Corporate Development & Strategy Intern,Ascot Group,$24.00-28.00 per hour,"Ascot’s Strategy & Corporate Development department, based in New York, has an exciting summer internship opportunity for an ambitious individual with strong finance, presentation, and project management skills as well as an interest in the insurance or financial services industry.The Strategy & Corporate Development team is the central resource for all new business and strategic initiatives across Ascot. As a summer analyst, you will directly engage with senior leaders across all divisions of Ascot to analyze a wide variety of new business opportunities including M&A, strategic partnerships, and other organic growth initiatives. You will also play a significant role managing cross-functional projects, producing company and product specific marketing/communication materials, preparing pro-forma financials and returns models, and helping colleagues build, quantify, and communicate business and operational strategies.Work closely with Ascot’s North America and Global Executive Group on a broad range of new business initiatives including inorganic and organic market entry and expansion initiatives. Identify, research, evaluate, conduct due diligence, and integrate acquisitions, investments, partnerships, program relationships, and other business ventures. Assist in the development of new business lines and other business development initiatives on top of formulating Ascot Group’s corporate strategy. Advise on potential acquisition opportunities, strategic alternatives and industry dynamics in the insurance space. Evaluate the profitability and strategic fit of new business lines Collaborate with external consultants and internal team members to conduct due diligence on target company’s operations, systems, financials and legal agreements. Summarize findings into valuation and negotiation processes and prepare various internal presentations for the executive management and board of directors. Assist in integrating various purchased legal entities and underwriting teams.",156
154,Client Services Analyst,"Summit Trail Advisors, LLC","$70,000-80,000 per year","About Summit Trail AdvisorsSummit Trail is a $16b independent investment advisory firm with offices based in New York, Chicago, San Francisco, Boston, Seattle, Harrisburg, and Washington DC.  The firm was founded in July of 2015 by six partners from Barclays Wealth Americas.  Today the firm employs approximately 95 employees.  Summit Trail provides advisory services related to investments, financial planning, benefits, and insurance as well as overall family office services to ultra-high net worth individuals, family offices, and small institutions.  The firm’s headquarters are in New York, NY. Role DescriptionSummit Trail is seeking an individual in its New York office to join a 10-person team as a Client Service Analyst.  The team anticipates growth through new client acquisition and existing client wealth creation.  This role would oversee special projects, manage custodial relationships, execute administrative functions, and offer first-class service and support to existing and prospective clients.  Key Responsibilities• Client Service: Provide day-to-day support for senior team members as it relates to client service/relationship management. This includes coordination of processes related to client onboarding, account openings, payment requests, alternative investment subscriptions, tax preparation and client requests. To be successful in this part of the job a candidate must be extremely detail oriented, have strong communications skills and a can-do problem-solving approach.• Cash Movements: Facilitate wires and payments for clients. Maintain detailed records of all transactions of client accounts for reporting.  Success requires extreme attention to detail, technology literacy across numerous platforms, strong teamwork skills and managing up to ensure timely execution with appropriate sign offs.• Director of Client Experience:  Cultivate and bring to life an experience for clients that is in keeping with the quality of service on which the Summit Trail brand is built.  We strive to simplify our clients’ lives by quarterbacking their financial affairs.  The key to delivering a great experience is a positive attitude, strong problem-solving skills, and excellent communications.• Data management: Oversee and manage the collection and quality control checks of client data that resides across various technology platforms. This involves working with the centralized operations team as well as third party partners to ensure data is handled in a timely and accurate manner. ",157
51,"AIG Early Career, Technology Analyst",AIG,"$70,200-93,600 per year","Who we areAmerican International Group, Inc. (AIG) is a leading global insurance organization. AIGmember companies provide a wide range of property casualty insurance in approximately 70 countries and jurisdictions. These diverse offerings include products and services that help businesses and individuals protect their assets and manage risks.We’re also committed to making a positive difference for our colleagues and in the communities where we work and live. We encourage colleagues to give back to the causes they care most about, supporting these efforts through our Volunteer Time Off and Matching Grants Programs.Get to know the business At AIG, technology is at the heart of everything we do, from underwriting risks to processing claims. The Information Technology team equips our colleagues with the latest tools to complete their work efficiently and with the highest standards of excellence. The team is responsible for shielding the company’s systems from security risks, while designing technology strategies that enable AIG’s businesses to achieve their goals. AIG’s Information Technology functions include enterprise architecture, software and systems engineering, cybersecurity, and technology risk and controls.",158
55,Compliance Integration Analyst,New York City Housing Authority (NYCHA),"$54,000-83,000 per year",". Reporting to the Compliance Integration Reporting and Evaluation (CIRE) Deputy Director, the Compliance Integration Analyst is responsible for a portfolio of business units and works directly with designated business unit liaisons to coordinate and manage compliance efforts within those units. A Compliance Integration Analyst must have specialized knowledge in both compliance and business unit operations. In addition, a Compliance Integration Analyst may be assigned to specialized compliance-related projects stemming from new regulations or identified compliance gaps. Responsibilities include, but are not limited to the following: • Plan, implement, coordinate, and monitor compliance-related programs in partnership with NYCHA business units to provide important community services for NYCHA residents.• Prepare evaluation reports, questionnaires, surveys, and forms and perform analyses and review of program plans, funding and performance.• Perform complex and responsible work, ad-hoc analyses, and prepare relevant reports and presentations as assigned.• Create procurement documents required for funding of projects, including Pre-Solicitation Review, Public Hearing Packages, and Recommendation for Awards, Request for Renewals, Request for Contract Change or Modification.",159
56,2025 - Summer Analyst Internship - Technology,BNP Paribas,"$95,000 per year","BUSINESS OVERVIEW:Interns will be placed on one team for the duration of the summer program, where placements could include but are not limited to:IT Infrastructure: aims to protect the bank, the interest of the bank and its clients. Infrastructure is responsible for the IT Platform used by all users in the Americas. The team includes:Cloud: advances the BNPP USA cloud strategy in alignment with the Group strategy while meeting the business strategies of the Americas entities. Uses Cloud computing via Private and Public “Infrastructure-as-a-Service,” “Platform-as-a-Service,” and “Software-as-a-Service” offerings.Platform: delivers a world-class platform for the bank’s businesses, clients and users. Provides and supports Servers, Storage, Data protection, Middleware, Database, and Virtualization.Telecom & Datacenter: builds a strong infrastructure to serve our Global bank. Provides and supports Network, Network Security, Telecom, Voice and Datacenter.Production Factories: develops and provides global services to enable standardization, digitalization, and automation of ITO platforms via DevSecOps toolchain, monitoring, observability and scheduling services. Facilitate Crisis & Command Center, providing incident management services and automation for support and reporting activities within the Global Support Services team.",160
57,"Computer Analyst, Biological Image Processing - Zallen Lab",Howard Hughes Medical Institute,"$63,480-103,040 per year","The Howard Hughes Medical Institute (HHMI) advances the discovery and sharing of scientific knowledge to benefit us all. As a biomedical research organization and philanthropy, HHMI supports a vibrant community of academic researchers, educators, students, and professionals. Together, we’re unlocking the fundamentals of biology and building an open, inclusive future for science.  We are actively seeking a Computer Analyst to join the lab of Dr. Jennifer Zallen at Memorial Sloan Kettering Cancer Center in New York City, NY. This individual will work as part of a dedicated and multidisciplinary team of scientists working to understand how cells navigate through the body during development and how defects in these processes can lead to birth defects and cancer. We use computational, biophysical, and live-imaging approaches to visualize cell and protein dynamics in living embryos. The long-term goal of this research is to leverage this information to build, repair, and regenerate tissues to treat human disease. More information can be found at the following website: https://www.hhmi.org/scientists/jennifer-zallen   About the Computer Analyst role: We are seeking an interactive, creative, and highly motivated researcher to assist in the design and implementation of custom automated and semi-automated computational tools to analyze cell behavior in living embryos. You will have an opportunity to participate in cutting-edge research and collaborate with a multidisciplinary team of scientists and you will receive ample guidance and mentorship to ensure your success in this role.  ",161
59,2025 Blackstone Data Science Summer Analyst,Blackstone,"$100,000-120,000 per year","2025 Blackstone Data Science Summer Analyst Job TitleSummer Analyst Business UnitBlackstone Data Science Blackstone Data Science OverviewBlackstone Data Science (“BXDS”) is the firm-wide team that uses advanced analytics and statistical methods to make us better investors and business operators, the first such team in private equity. Integrated into our investing groups, we focus on answering mission-critical investment and business questions using data analysis, statistics, computer programming, and machine learning. We use previously untapped financial data, alternative datasets, and analytical methods to develop a perspective on our investments and accelerate growth at our portfolio companies, as well as help source new investment and partnership opportunities.",162
60,Financial Analyst,Antheus Capital,"$65,000-75,000 per year","Position: Financial AnalystDirect Reporting: Vice PresidentDescriptionAntheus Capital was formed in 2002 to acquire, redevelop and develop multifamily and commercial real estate. Today, the portfolio consists of approximately 11,000 apartments and 440,000 square feet of commercial space primarily in Kansas City and St. Louis, Missouri and Hyde Park, Chicago.Antheus has two affiliates, MAC Property Management and the Silliman Group. MAC Property Management provides property management services for Antheus owned buildings including leasing, maintenance, and resident services. Silliman provides design and construction services for Antheus owned buildings.We are looking to hire a Financial Analyst in Englewood, NJ! This Analyst role is responsible for monitoring and driving the performance of an active and expanding multifamily investment portfolio. The Analyst will be involved in all facets of property analysis and be responsible for existing portfolio reporting and forecasting.The position will support the Asset Management, Acquisitions, and Finance teams and will interact and coordinate with various departments of the company: Development, Property Management, Legal, and Accounting. They will think critically, perform financial analysis and make data-driven decisions and recommendations directly to senior management.",163
61,Consulting/Program Analyst,"JRT Realty Group, Inc.","$65,000-85,000 per year","Job Description SummaryJRT Realty Group, Inc. (JRT) is looking for a Consulting/Program Analyst to work independently and collaboratively with senior team members for a range of clients for consulting, advisory and program management projects.  Analyst will be responsible for providing analytical support, information research, financial modeling and report writing to support strategy, operations, and technology engagements across a range of services, which may include portfolio/location strategy, workplace strategy, PropTech and Environmental, Social and Governmental (ESG) and Diversity, Equity and Inclusion (DEI) related programs.  Work will also include activities associated with the platform supplier entity MWBE Unite, Inc., which is being incubated by JRT, the nation’s largest certified women-owned commercial real estate company.  The focus and mission of JRT over the past 27 years has been to advance supplier diversity and workforce diversity in the Commercial Real Estate (CRE) sector, while MWBE Unite is the one-stop shop for diverse suppliers in CRE and the built environment. By joining our team, you will have the opportunity to shape the future of commercial real estate through diversifying the supplier base, and by being part of a mission/purpose-driven company that is moving the needle to enable a diverse, thriving, workforce that is technically enabled.  We are building an environment where diversity is part of the DNA, and our passion enables us to contribute to developing thriving places where people, live, work, play and study.",164
62,Summer Analyst 2024,Norges Bank Investment Management,$44.00 per hour,"Summer Analyst 2024 - New York Join our Summer Analyst Program for a unique opportunity to gain hands-on experience at the largest sovereign wealth fund in the world. Norges Bank Investment Management manages approximately $1.5 trillion and is trusted with the mission of safeguarding and building financial wealth for Norway’s future generations. We are a long-term investor with stakes in over 9,000 companies across 70 countries who ensure that our demands for profitability and return on investment are aligned with society’s broader expectations of company behaviour and corporate ethics. We consider environmental and social issues, publish clear expectations of the companies we invest in and are transparent and open about our operations and results, all of which makes us very proud to work here. Our unique mission and strong focus on social responsibility is what sets us apart from other investment institutions.  We are offering a dynamic and enriching 8-week summer analyst program in our New York office for individuals eager to contribute to our teams in Equity, Fixed Income, and Real Estate investments. Summer Analysts will receive on-the-job training and benefit from working alongside some of the most talented professionals in the industry. ",165
63,Legal Support Analyst,New York State Office of the Attorney General,"$62,230 per year","Division of Criminal JusticeMedicaid Fraud Control Unit – New York City   Legal Support AnalystReference No. MFCU_NYC_LSA_6312 Application Deadline is April 5, 2024 The Office of the New York State Attorney General’s (OAG) Medicaid Fraud Control Unit (MFCU) is seeking talented individuals to serve as Legal Support Analysts (LSA) in its New York City office. LSA’s support the Unit by working in partnership with its attorneys, auditors, detectives, data analysts, and nurses to conduct complex, long-term healthcare fraud investigations. The position is suitable for both recent college graduates and experienced candidates and provides an excellent opportunity to gain experience in civil and criminal law in New York State.The Medicaid program provides health coverage to millions of New Yorkers, including low-income persons, children, elderly adults, and people with developmental disabilities. MFCU is the nation’s premier law enforcement agency charged with ensuring the financial integrity of New York State’s $100 billion Medicaid program by investigating healthcare providers, such as pharmaceutical companies, doctors, hospitals, and nursing homes, who engage in Medicaid billing schemes that cause harm to Medicaid recipients and the loss of millions of dollars to the State of New York. MFCU also works to protect elderly and disabled New Yorkers by investigating reports of abuse and neglect in nursing homes and other residential health care facilities in the state. ",166
